geo,year,month,nights_spent,lag_1m,lag_12m
AL,2011,1,547.0,547.0,547.0
AL,2011,2,547.0,547.0,547.0
AL,2011,3,547.0,547.0,547.0
AL,2011,4,547.0,547.0,547.0
AL,2011,5,547.0,547.0,547.0
AL,2011,6,547.0,547.0,547.0
AL,2011,7,547.0,547.0,547.0
AL,2011,8,547.0,547.0,547.0
AL,2011,9,547.0,547.0,547.0
AL,2011,10,547.0,547.0,547.0
AL,2011,11,547.0,547.0,547.0
AL,2011,12,547.0,547.0,547.0
AL,2012,1,547.0,547.0,547.0
AL,2012,2,547.0,547.0,547.0
AL,2012,3,547.0,547.0,547.0
AL,2012,4,547.0,547.0,547.0
AL,2012,5,547.0,547.0,547.0
AL,2012,6,547.0,547.0,547.0
AL,2012,7,547.0,547.0,547.0
AL,2012,8,547.0,547.0,547.0
AL,2012,9,547.0,547.0,547.0
AL,2012,10,547.0,547.0,547.0
AL,2012,11,547.0,547.0,547.0
AL,2012,12,547.0,547.0,547.0
AL,2013,1,547.0,547.0,547.0
AL,2013,2,547.0,547.0,547.0
AL,2013,3,547.0,547.0,547.0
AL,2013,4,547.0,547.0,547.0
AL,2013,5,547.0,547.0,547.0
AL,2013,6,547.0,547.0,547.0
AL,2013,7,547.0,547.0,547.0
AL,2013,8,547.0,547.0,547.0
AL,2013,9,547.0,547.0,547.0
AL,2013,10,547.0,547.0,547.0
AL,2013,11,547.0,547.0,547.0
AL,2013,12,547.0,547.0,547.0
AL,2014,1,547.0,547.0,547.0
AL,2014,2,547.0,547.0,547.0
AL,2014,3,547.0,547.0,547.0
AL,2014,4,547.0,547.0,547.0
AL,2014,5,547.0,547.0,547.0
AL,2014,6,547.0,547.0,547.0
AL,2014,7,547.0,547.0,547.0
AL,2014,8,547.0,547.0,547.0
AL,2014,9,547.0,547.0,547.0
AL,2014,10,547.0,547.0,547.0
AL,2014,11,547.0,547.0,547.0
AL,2014,12,547.0,547.0,547.0
AL,2015,1,547.0,547.0,547.0
AL,2015,2,547.0,547.0,547.0
AL,2015,3,547.0,547.0,547.0
AL,2015,4,547.0,547.0,547.0
AL,2015,5,547.0,547.0,547.0
AL,2015,6,547.0,547.0,547.0
AL,2015,7,547.0,547.0,547.0
AL,2015,8,547.0,547.0,547.0
AL,2015,9,547.0,547.0,547.0
AL,2015,10,547.0,547.0,547.0
AL,2015,11,547.0,547.0,547.0
AL,2015,12,547.0,547.0,547.0
AL,2016,1,547.0,547.0,547.0
AL,2016,2,547.0,547.0,547.0
AL,2016,3,547.0,547.0,547.0
AL,2016,4,547.0,547.0,547.0
AL,2016,5,547.0,547.0,547.0
AL,2016,6,547.0,547.0,547.0
AL,2016,7,547.0,547.0,547.0
AL,2016,8,547.0,547.0,547.0
AL,2016,9,547.0,547.0,547.0
AL,2016,10,547.0,547.0,547.0
AL,2016,11,547.0,547.0,547.0
AL,2016,12,547.0,547.0,547.0
AL,2017,1,547.0,547.0,547.0
AL,2017,2,547.0,547.0,547.0
AL,2017,3,547.0,547.0,547.0
AL,2017,4,547.0,547.0,547.0
AL,2017,5,547.0,547.0,547.0
AL,2017,6,547.0,547.0,547.0
AL,2017,7,8869.0,547.0,547.0
AL,2017,8,8869.0,8869.0,547.0
AL,2017,9,12071.0,8869.0,547.0
AL,2017,10,352.0,12071.0,547.0
AL,2017,11,2368.0,352.0,547.0
AL,2017,12,129.0,2368.0,547.0
AL,2018,1,64.0,129.0,547.0
AL,2018,2,56.0,64.0,547.0
AL,2018,3,64.0,56.0,547.0
AL,2018,4,52.0,64.0,547.0
AL,2018,5,123.0,52.0,547.0
AL,2018,6,2876.0,123.0,547.0
AL,2018,7,8023.0,2876.0,8869.0
AL,2018,8,8944.0,8023.0,8869.0
AL,2018,9,4618.0,8944.0,12071.0
AL,2018,10,726.0,4618.0,352.0
AL,2018,11,127.0,726.0,2368.0
AL,2018,12,70.0,127.0,129.0
AL,2019,1,180.0,70.0,64.0
AL,2019,2,297.0,180.0,56.0
AL,2019,3,580.0,297.0,64.0
AL,2019,4,515.0,580.0,52.0
AL,2019,5,273.0,515.0,123.0
AL,2019,6,1170.0,273.0,2876.0
AL,2019,7,8782.0,1170.0,8023.0
AL,2019,8,11303.0,8782.0,8944.0
AL,2019,9,2712.0,11303.0,4618.0
AL,2019,10,604.0,2712.0,726.0
AL,2019,11,362.0,604.0,127.0
AL,2019,12,2683.0,362.0,70.0
AL,2020,1,717.0,2683.0,180.0
AL,2020,2,413.0,717.0,297.0
AL,2020,3,231.0,413.0,580.0
AL,2020,4,231.0,231.0,515.0
AL,2020,5,49.0,231.0,273.0
AL,2020,6,144.0,49.0,1170.0
AL,2020,7,1734.0,144.0,8782.0
AL,2020,8,5167.0,1734.0,11303.0
AL,2020,9,2271.0,5167.0,2712.0
AL,2020,10,247.0,2271.0,604.0
AL,2020,11,247.0,247.0,362.0
AL,2020,12,247.0,247.0,2683.0
AL,2021,1,218.0,247.0,717.0
AL,2021,2,162.0,218.0,413.0
AL,2021,3,272.0,162.0,231.0
AL,2021,4,44.0,272.0,231.0
AL,2021,5,544.0,44.0,49.0
AL,2021,6,1110.0,544.0,144.0
AL,2021,7,5691.0,1110.0,1734.0
AL,2021,8,8062.0,5691.0,5167.0
AL,2021,9,1587.0,8062.0,2271.0
AL,2021,10,614.0,1587.0,247.0
AL,2021,11,526.0,614.0,247.0
AL,2021,12,316.0,526.0,247.0
AL,2022,1,148.0,316.0,218.0
AL,2022,2,146.0,148.0,162.0
AL,2022,3,136.0,146.0,272.0
AL,2022,4,200.0,136.0,44.0
AL,2022,5,1723.0,200.0,544.0
AL,2022,6,7457.0,1723.0,1110.0
AL,2022,7,10632.0,7457.0,5691.0
AL,2022,8,11934.0,10632.0,8062.0
AL,2022,9,4311.0,11934.0,1587.0
AL,2022,10,827.0,4311.0,614.0
AL,2022,11,742.0,827.0,526.0
AL,2022,12,387.0,742.0,316.0
AL,2023,1,259.0,387.0,148.0
AL,2023,2,173.0,259.0,146.0
AL,2023,3,218.0,173.0,136.0
AL,2023,4,540.0,218.0,200.0
AL,2023,5,3357.0,540.0,1723.0
AL,2023,6,8832.0,3357.0,7457.0
AL,2023,7,10234.0,8832.0,10632.0
AL,2023,8,12621.0,10234.0,11934.0
AL,2023,9,8155.0,12621.0,4311.0
AL,2023,10,1057.0,8155.0,827.0
AL,2023,11,776.0,1057.0,742.0
AL,2023,12,412.0,776.0,387.0
AL,2024,1,261.0,412.0,259.0
AL,2024,2,201.0,261.0,173.0
AL,2024,3,279.0,201.0,218.0
AL,2024,4,2465.0,279.0,540.0
AL,2024,5,5589.0,2465.0,3357.0
AL,2024,6,4606.0,5589.0,8832.0
AL,2024,7,10661.0,4606.0,10234.0
AL,2024,8,18306.0,10661.0,12621.0
AL,2024,9,10018.0,18306.0,8155.0
AL,2024,10,3443.0,10018.0,1057.0
AL,2024,11,465.0,3443.0,776.0
AL,2024,12,247.0,465.0,412.0
AL,2025,1,106.0,247.0,261.0
AL,2025,2,84.0,106.0,201.0
AL,2025,3,95.0,84.0,279.0
AL,2025,4,3802.0,95.0,2465.0
AL,2025,5,5904.0,3802.0,5589.0
AL,2025,6,8980.0,5904.0,4606.0
AL,2025,7,12255.0,8980.0,10661.0
AL,2025,8,19390.0,12255.0,18306.0
AL,2025,9,13784.0,19390.0,10018.0
AL,2025,10,4955.0,13784.0,3443.0
AL,2025,11,310.0,4955.0,465.0
AL,2025,12,98.0,310.0,247.0
AL,2026,1,102.0,98.0,106.0
AL,2026,2,88.0,102.0,84.0
AL,2026,3,152.0,88.0,95.0
AL,2026,4,3142.0,152.0,3802.0
AL,2026,5,3142.0,3142.0,5904.0
AL,2026,6,3142.0,3142.0,8980.0
AL,2026,7,3142.0,3142.0,12255.0
AL,2026,8,3142.0,3142.0,19390.0
AL,2026,9,3142.0,3142.0,13784.0
AL,2026,10,3142.0,3142.0,4955.0
AL,2026,11,3142.0,3142.0,310.0
AL,2026,12,3142.0,3142.0,98.0
AT,2011,1,123949.0,114431.0,81697.0
AT,2011,2,90943.0,123949.0,81697.0
AT,2011,3,94029.0,90943.0,81697.0
AT,2011,4,157217.0,94029.0,123397.0
AT,2011,5,239283.0,157217.0,307953.0
AT,2011,6,671989.0,239283.0,488754.0
AT,2011,7,1317303.0,671989.0,488754.0
AT,2011,8,1543863.0,1317303.0,1416104.0
AT,2011,9,473776.0,1543863.0,1416104.0
AT,2011,10,473776.0,473776.0,1416104.0
AT,2011,11,18718.0,473776.0,1416104.0
AT,2011,12,18718.0,18718.0,114431.0
AT,2012,1,121966.0,18718.0,123949.0
AT,2012,2,122264.0,121966.0,90943.0
AT,2012,3,77993.0,122264.0,94029.0
AT,2012,4,163956.0,77993.0,157217.0
AT,2012,5,362602.0,163956.0,239283.0
AT,2012,6,615125.0,362602.0,671989.0
AT,2012,7,1419541.0,615125.0,1317303.0
AT,2012,8,1615589.0,1419541.0,1543863.0
AT,2012,9,488898.0,1615589.0,473776.0
AT,2012,10,130770.0,488898.0,473776.0
AT,2012,11,20685.0,130770.0,18718.0
AT,2012,12,129556.0,20685.0,18718.0
AT,2013,1,114337.0,129556.0,121966.0
AT,2013,2,124020.0,114337.0,122264.0
AT,2013,3,109599.0,124020.0,77993.0
AT,2013,4,103737.0,109599.0,163956.0
AT,2013,5,367518.0,103737.0,362602.0
AT,2013,6,499660.0,367518.0,615125.0
AT,2013,7,1616423.0,499660.0,1419541.0
AT,2013,8,1641610.0,1616423.0,1615589.0
AT,2013,9,445248.0,1641610.0,488898.0
AT,2013,10,138773.0,445248.0,130770.0
AT,2013,11,21216.0,138773.0,20685.0
AT,2013,12,139664.0,21216.0,129556.0
AT,2014,1,111776.0,139664.0,114337.0
AT,2014,2,96069.0,111776.0,124020.0
AT,2014,3,95403.0,96069.0,109599.0
AT,2014,4,147840.0,95403.0,103737.0
AT,2014,5,281425.0,147840.0,367518.0
AT,2014,6,760589.0,281425.0,499660.0
AT,2014,7,1416192.0,760589.0,1616423.0
AT,2014,8,1480369.0,1416192.0,1641610.0
AT,2014,9,427523.0,1480369.0,445248.0
AT,2014,10,146412.0,427523.0,138773.0
AT,2014,11,16591.0,146412.0,21216.0
AT,2014,12,127138.0,16591.0,139664.0
AT,2015,1,114444.0,127138.0,111776.0
AT,2015,2,128504.0,114444.0,96069.0
AT,2015,3,85578.0,128504.0,95403.0
AT,2015,4,130276.0,85578.0,147840.0
AT,2015,5,349436.0,130276.0,281425.0
AT,2015,6,675179.0,349436.0,760589.0
AT,2015,7,1543794.0,675179.0,1416192.0
AT,2015,8,1685114.0,1543794.0,1480369.0
AT,2015,9,472431.0,1685114.0,427523.0
AT,2015,10,112718.0,472431.0,146412.0
AT,2015,11,29087.0,112718.0,16591.0
AT,2015,12,126463.0,29087.0,127138.0
AT,2016,1,116407.0,126463.0,114444.0
AT,2016,2,132035.0,116407.0,128504.0
AT,2016,3,144641.0,132035.0,85578.0
AT,2016,4,104499.0,144641.0,130276.0
AT,2016,5,445622.0,104499.0,349436.0
AT,2016,6,569242.0,445622.0,675179.0
AT,2016,7,1608971.0,569242.0,1543794.0
AT,2016,8,1897979.0,1608971.0,1685114.0
AT,2016,9,620032.0,1897979.0,472431.0
AT,2016,10,146108.0,620032.0,112718.0
AT,2016,11,28303.0,146108.0,29087.0
AT,2016,12,117579.0,28303.0,126463.0
AT,2017,1,134533.0,117579.0,116407.0
AT,2017,2,127907.0,134533.0,132035.0
AT,2017,3,97576.0,127907.0,144641.0
AT,2017,4,171094.0,97576.0,104499.0
AT,2017,5,359560.0,171094.0,445622.0
AT,2017,6,914560.0,359560.0,569242.0
AT,2017,7,1756574.0,914560.0,1608971.0
AT,2017,8,1997801.0,1756574.0,1897979.0
AT,2017,9,524429.0,1997801.0,620032.0
AT,2017,10,156622.0,524429.0,146108.0
AT,2017,11,26590.0,156622.0,28303.0
AT,2017,12,141078.0,26590.0,117579.0
AT,2018,1,138565.0,141078.0,134533.0
AT,2018,2,142750.0,138565.0,127907.0
AT,2018,3,127990.0,142750.0,97576.0
AT,2018,4,183836.0,127990.0,171094.0
AT,2018,5,593176.0,183836.0,359560.0
AT,2018,6,838158.0,593176.0,914560.0
AT,2018,7,1876778.0,838158.0,1756574.0
AT,2018,8,2008794.0,1876778.0,1997801.0
AT,2018,9,655365.0,2008794.0,524429.0
AT,2018,10,194751.0,655365.0,156622.0
AT,2018,11,34810.0,194751.0,26590.0
AT,2018,12,154665.0,34810.0,141078.0
AT,2019,1,131802.0,154665.0,138565.0
AT,2019,2,121742.0,131802.0,142750.0
AT,2019,3,129065.0,121742.0,127990.0
AT,2019,4,236475.0,129065.0,183836.0
AT,2019,5,341029.0,236475.0,593176.0
AT,2019,6,1185838.0,341029.0,838158.0
AT,2019,7,1925712.0,1185838.0,1876778.0
AT,2019,8,2016545.0,1925712.0,2008794.0
AT,2019,9,657716.0,2016545.0,655365.0
AT,2019,10,204649.0,657716.0,194751.0
AT,2019,11,29366.0,204649.0,34810.0
AT,2019,12,161347.0,29366.0,154665.0
AT,2020,1,143534.0,161347.0,131802.0
AT,2020,2,167424.0,143534.0,121742.0
AT,2020,3,44428.0,167424.0,129065.0
AT,2020,4,7129.0,44428.0,236475.0
AT,2020,5,88050.0,7129.0,341029.0
AT,2020,6,675244.0,88050.0,1185838.0
AT,2020,7,1852422.0,675244.0,1925712.0
AT,2020,8,2025253.0,1852422.0,2016545.0
AT,2020,9,868531.0,2025253.0,657716.0
AT,2020,10,118460.0,868531.0,204649.0
AT,2020,11,6810.0,118460.0,29366.0
AT,2020,12,4292.0,6810.0,161347.0
AT,2021,1,5408.0,4292.0,143534.0
AT,2021,2,3415.0,5408.0,167424.0
AT,2021,3,6048.0,3415.0,44428.0
AT,2021,4,9905.0,6048.0,7129.0
AT,2021,5,283973.0,9905.0,88050.0
AT,2021,6,857012.0,283973.0,675244.0
AT,2021,7,1757261.0,857012.0,1852422.0
AT,2021,8,2186143.0,1757261.0,2025253.0
AT,2021,9,891471.0,2186143.0,868531.0
AT,2021,10,239644.0,891471.0,118460.0
AT,2021,11,34790.0,239644.0,6810.0
AT,2021,12,104521.0,34790.0,4292.0
AT,2022,1,124895.0,104521.0,5408.0
AT,2022,2,121427.0,124895.0,3415.0
AT,2022,3,117452.0,121427.0,6048.0
AT,2022,4,208478.0,117452.0,9905.0
AT,2022,5,494096.0,208478.0,283973.0
AT,2022,6,1163905.0,494096.0,857012.0
AT,2022,7,2155390.0,1163905.0,1757261.0
AT,2022,8,2275090.0,2155390.0,2186143.0
AT,2022,9,765232.0,2275090.0,891471.0
AT,2022,10,256815.0,765232.0,239644.0
AT,2022,11,34326.0,256815.0,34790.0
AT,2022,12,136196.0,34326.0,104521.0
AT,2023,1,152692.0,136196.0,124895.0
AT,2023,2,163863.0,152692.0,121427.0
AT,2023,3,96231.0,163863.0,117452.0
AT,2023,4,212959.0,96231.0,208478.0
AT,2023,5,603056.0,212959.0,494096.0
AT,2023,6,1381794.0,603056.0,1163905.0
AT,2023,7,2141007.0,1381794.0,2155390.0
AT,2023,8,2163607.0,2141007.0,2275090.0
AT,2023,9,927333.0,2163607.0,765232.0
AT,2023,10,300497.0,927333.0,256815.0
AT,2023,11,37062.0,300497.0,34326.0
AT,2023,12,149453.0,37062.0,136196.0
AT,2024,1,162797.0,149453.0,152692.0
AT,2024,2,177027.0,162797.0,163863.0
AT,2024,3,189219.0,177027.0,96231.0
AT,2024,4,178104.0,189219.0,212959.0
AT,2024,5,770628.0,178104.0,603056.0
AT,2024,6,1210131.0,770628.0,1381794.0
AT,2024,7,2135251.0,1210131.0,2141007.0
AT,2024,8,2395362.0,2135251.0,2163607.0
AT,2024,9,775108.0,2395362.0,927333.0
AT,2024,10,292478.0,775108.0,300497.0
AT,2024,11,42727.0,292478.0,37062.0
AT,2024,12,175143.0,42727.0,149453.0
AT,2025,1,172331.0,175143.0,162797.0
AT,2025,2,146353.0,172331.0,177027.0
AT,2025,3,134668.0,146353.0,189219.0
AT,2025,4,357186.0,134668.0,178104.0
AT,2025,5,574146.0,357186.0,770628.0
AT,2025,6,1635338.0,574146.0,1210131.0
AT,2025,7,1976309.0,1635338.0,2135251.0
AT,2025,8,2342426.0,1976309.0,2395362.0
AT,2025,9,922855.0,2342426.0,775108.0
AT,2025,10,290054.0,922855.0,292478.0
AT,2025,11,47980.0,290054.0,42727.0
AT,2025,12,198649.0,47980.0,175143.0
AT,2026,1,178056.0,198649.0,172331.0
AT,2026,2,186402.0,178056.0,146353.0
AT,2026,3,120636.0,186402.0,134668.0
AT,2026,4,247249.0,120636.0,357186.0
AT,2026,5,247249.0,247249.0,574146.0
AT,2026,6,247249.0,247249.0,1635338.0
AT,2026,7,247249.0,247249.0,1976309.0
AT,2026,8,247249.0,247249.0,2342426.0
AT,2026,9,247249.0,247249.0,922855.0
AT,2026,10,247249.0,247249.0,290054.0
AT,2026,11,247249.0,247249.0,47980.0
AT,2026,12,247249.0,247249.0,198649.0
BE,2011,1,38883.0,38883.0,38883.0
BE,2011,2,38883.0,38883.0,38883.0
BE,2011,3,38883.0,38883.0,38883.0
BE,2011,4,38883.0,38883.0,38883.0
BE,2011,5,38883.0,38883.0,38883.0
BE,2011,6,38883.0,38883.0,38883.0
BE,2011,7,38883.0,38883.0,38883.0
BE,2011,8,38883.0,38883.0,38883.0
BE,2011,9,38883.0,38883.0,38883.0
BE,2011,10,38883.0,38883.0,38883.0
BE,2011,11,38883.0,38883.0,38883.0
BE,2011,12,38883.0,38883.0,38883.0
BE,2012,1,38883.0,38883.0,38883.0
BE,2012,2,45130.0,38883.0,38883.0
BE,2012,3,65883.0,45130.0,38883.0
BE,2012,4,218787.0,65883.0,38883.0
BE,2012,5,335224.0,218787.0,38883.0
BE,2012,6,255404.0,335224.0,38883.0
BE,2012,7,714927.0,255404.0,38883.0
BE,2012,8,717878.0,714927.0,38883.0
BE,2012,9,223585.0,717878.0,38883.0
BE,2012,10,134016.0,223585.0,38883.0
BE,2012,11,50712.0,134016.0,38883.0
BE,2012,12,54740.0,50712.0,38883.0
BE,2013,1,27189.0,54740.0,38883.0
BE,2013,2,24227.0,27189.0,45130.0
BE,2013,3,59313.0,24227.0,65883.0
BE,2013,4,131614.0,59313.0,218787.0
BE,2013,5,275316.0,131614.0,335224.0
BE,2013,6,228296.0,275316.0,255404.0
BE,2013,7,747087.0,228296.0,714927.0
BE,2013,8,723366.0,747087.0,717878.0
BE,2013,9,173216.0,723366.0,223585.0
BE,2013,10,101924.0,173216.0,134016.0
BE,2013,11,32075.0,101924.0,50712.0
BE,2013,12,33150.0,32075.0,54740.0
BE,2014,1,17216.0,33150.0,27189.0
BE,2014,2,24854.0,17216.0,24227.0
BE,2014,3,49533.0,24854.0,59313.0
BE,2014,4,189815.0,49533.0,131614.0
BE,2014,5,251969.0,189815.0,275316.0
BE,2014,6,290283.0,251969.0,228296.0
BE,2014,7,685134.0,290283.0,747087.0
BE,2014,8,673727.0,685134.0,723366.0
BE,2014,9,198649.0,673727.0,173216.0
BE,2014,10,109166.0,198649.0,101924.0
BE,2014,11,42285.0,109166.0,32075.0
BE,2014,12,43774.0,42285.0,33150.0
BE,2015,1,32877.0,43774.0,17216.0
BE,2015,2,42668.0,32877.0,24854.0
BE,2015,3,47954.0,42668.0,49533.0
BE,2015,4,197770.0,47954.0,189815.0
BE,2015,5,342325.0,197770.0,251969.0
BE,2015,6,264449.0,342325.0,290283.0
BE,2015,7,794750.0,264449.0,685134.0
BE,2015,8,776789.0,794750.0,673727.0
BE,2015,9,174443.0,776789.0,198649.0
BE,2015,10,141681.0,174443.0,109166.0
BE,2015,11,70608.0,141681.0,42285.0
BE,2015,12,64435.0,70608.0,43774.0
BE,2016,1,33002.0,64435.0,32877.0
BE,2016,2,56750.0,33002.0,42668.0
BE,2016,3,101147.0,56750.0,47954.0
BE,2016,4,151623.0,101147.0,197770.0
BE,2016,5,312136.0,151623.0,342325.0
BE,2016,6,214964.0,312136.0,264449.0
BE,2016,7,659580.0,214964.0,794750.0
BE,2016,8,793959.0,659580.0,776789.0
BE,2016,9,202083.0,793959.0,174443.0
BE,2016,10,131809.0,202083.0,141681.0
BE,2016,11,61041.0,131809.0,70608.0
BE,2016,12,53658.0,61041.0,64435.0
BE,2017,1,34821.0,53658.0,33002.0
BE,2017,2,41738.0,34821.0,56750.0
BE,2017,3,61441.0,41738.0,101147.0
BE,2017,4,216675.0,61441.0,151623.0
BE,2017,5,272519.0,216675.0,312136.0
BE,2017,6,290751.0,272519.0,214964.0
BE,2017,7,633174.0,290751.0,659580.0
BE,2017,8,744803.0,633174.0,793959.0
BE,2017,9,181690.0,744803.0,202083.0
BE,2017,10,136184.0,181690.0,131809.0
BE,2017,11,65139.0,136184.0,61041.0
BE,2017,12,61808.0,65139.0,53658.0
BE,2018,1,40461.0,61808.0,34821.0
BE,2018,2,54051.0,40461.0,41738.0
BE,2018,3,80734.0,54051.0,61441.0
BE,2018,4,215854.0,80734.0,216675.0
BE,2018,5,362385.0,215854.0,272519.0
BE,2018,6,290116.0,362385.0,290751.0
BE,2018,7,770186.0,290116.0,633174.0
BE,2018,8,863551.0,770186.0,744803.0
BE,2018,9,225013.0,863551.0,181690.0
BE,2018,10,165084.0,225013.0,136184.0
BE,2018,11,79500.0,165084.0,65139.0
BE,2018,12,77843.0,79500.0,61808.0
BE,2019,1,30780.0,77843.0,40461.0
BE,2019,2,40976.0,30780.0,54051.0
BE,2019,3,67616.0,40976.0,80734.0
BE,2019,4,234487.0,67616.0,215854.0
BE,2019,5,241721.0,234487.0,362385.0
BE,2019,6,355817.0,241721.0,290116.0
BE,2019,7,758218.0,355817.0,770186.0
BE,2019,8,812737.0,758218.0,863551.0
BE,2019,9,223853.0,812737.0,225013.0
BE,2019,10,158934.0,223853.0,165084.0
BE,2019,11,57941.0,158934.0,79500.0
BE,2019,12,62260.0,57941.0,77843.0
BE,2020,1,29189.0,62260.0,30780.0
BE,2020,2,29489.0,29189.0,40976.0
BE,2020,3,22293.0,29489.0,67616.0
BE,2020,4,22293.0,22293.0,234487.0
BE,2020,5,22293.0,22293.0,241721.0
BE,2020,6,180246.0,22293.0,355817.0
BE,2020,7,864970.0,180246.0,758218.0
BE,2020,8,764923.0,864970.0,812737.0
BE,2020,9,264511.0,764923.0,223853.0
BE,2020,10,60744.0,264511.0,158934.0
BE,2020,11,7532.0,60744.0,57941.0
BE,2020,12,7532.0,7532.0,62260.0
BE,2021,1,7532.0,7532.0,29189.0
BE,2021,2,39915.0,7532.0,29489.0
BE,2021,3,58761.0,39915.0,22293.0
BE,2021,4,260313.0,58761.0,22293.0
BE,2021,5,308430.0,260313.0,22293.0
BE,2021,6,299296.0,308430.0,180246.0
BE,2021,7,780696.0,299296.0,864970.0
BE,2021,8,838019.0,780696.0,764923.0
BE,2021,9,225741.0,838019.0,264511.0
BE,2021,10,128852.0,225741.0,60744.0
BE,2021,11,53012.0,128852.0,7532.0
BE,2021,12,52565.0,53012.0,7532.0
BE,2022,1,38102.0,52565.0,7532.0
BE,2022,2,39123.0,38102.0,39915.0
BE,2022,3,72681.0,39123.0,58761.0
BE,2022,4,236581.0,72681.0,260313.0
BE,2022,5,325849.0,236581.0,308430.0
BE,2022,6,370800.0,325849.0,299296.0
BE,2022,7,852855.0,370800.0,780696.0
BE,2022,8,910176.0,852855.0,838019.0
BE,2022,9,221672.0,910176.0,225741.0
BE,2022,10,123042.0,221672.0,128852.0
BE,2022,11,55656.0,123042.0,53012.0
BE,2022,12,41768.0,55656.0,52565.0
BE,2023,1,32152.0,41768.0,38102.0
BE,2023,2,43768.0,32152.0,39123.0
BE,2023,3,49320.0,43768.0,72681.0
BE,2023,4,261262.0,49320.0,236581.0
BE,2023,5,425134.0,261262.0,325849.0
BE,2023,6,365148.0,425134.0,370800.0
BE,2023,7,829420.0,365148.0,852855.0
BE,2023,8,914217.0,829420.0,910176.0
BE,2023,9,288752.0,914217.0,221672.0
BE,2023,10,139763.0,288752.0,123042.0
BE,2023,11,48788.0,139763.0,55656.0
BE,2023,12,53848.0,48788.0,41768.0
BE,2024,1,31521.0,53848.0,32152.0
BE,2024,2,45266.0,31521.0,43768.0
BE,2024,3,102165.0,45266.0,49320.0
BE,2024,4,193217.0,102165.0,261262.0
BE,2024,5,437102.0,193217.0,425134.0
BE,2024,6,325249.0,437102.0,365148.0
BE,2024,7,779627.0,325249.0,829420.0
BE,2024,8,962854.0,779627.0,914217.0
BE,2024,9,250492.0,962854.0,288752.0
BE,2024,10,136095.0,250492.0,139763.0
BE,2024,11,63438.0,136095.0,48788.0
BE,2024,12,59976.0,63438.0,53848.0
BE,2025,1,31120.0,59976.0,31521.0
BE,2025,2,36263.0,31120.0,45266.0
BE,2025,3,75493.0,36263.0,102165.0
BE,2025,4,310298.0,75493.0,193217.0
BE,2025,5,422429.0,310298.0,437102.0
BE,2025,6,473082.0,422429.0,325249.0
BE,2025,7,871971.0,473082.0,779627.0
BE,2025,8,989928.0,871971.0,962854.0
BE,2025,9,248131.0,989928.0,250492.0
BE,2025,10,160515.0,248131.0,136095.0
BE,2025,11,60749.0,160515.0,63438.0
BE,2025,12,61237.0,60749.0,59976.0
BE,2026,1,40022.0,61237.0,31120.0
BE,2026,2,58102.0,40022.0,36263.0
BE,2026,3,84541.0,58102.0,75493.0
BE,2026,4,323280.0,84541.0,310298.0
BE,2026,5,323280.0,323280.0,422429.0
BE,2026,6,323280.0,323280.0,473082.0
BE,2026,7,323280.0,323280.0,871971.0
BE,2026,8,323280.0,323280.0,989928.0
BE,2026,9,323280.0,323280.0,248131.0
BE,2026,10,323280.0,323280.0,160515.0
BE,2026,11,323280.0,323280.0,60749.0
BE,2026,12,323280.0,323280.0,61237.0
BG,2011,1,6.0,6.0,6.0
BG,2011,2,6.0,6.0,6.0
BG,2011,3,6.0,6.0,6.0
BG,2011,4,6.0,6.0,6.0
BG,2011,5,6.0,6.0,6.0
BG,2011,6,6.0,6.0,6.0
BG,2011,7,6.0,6.0,6.0
BG,2011,8,6.0,6.0,6.0
BG,2011,9,6.0,6.0,6.0
BG,2011,10,6.0,6.0,6.0
BG,2011,11,6.0,6.0,6.0
BG,2011,12,6.0,6.0,6.0
BG,2012,1,6.0,6.0,6.0
BG,2012,2,6.0,6.0,6.0
BG,2012,3,6.0,6.0,6.0
BG,2012,4,6.0,6.0,6.0
BG,2012,5,141.0,6.0,6.0
BG,2012,6,13114.0,141.0,6.0
BG,2012,7,14294.0,13114.0,6.0
BG,2012,8,12802.0,14294.0,6.0
BG,2012,9,1562.0,12802.0,6.0
BG,2012,10,107.0,1562.0,6.0
BG,2012,11,3.0,107.0,6.0
BG,2012,12,40.0,3.0,6.0
BG,2013,1,40.0,40.0,6.0
BG,2013,2,40.0,40.0,6.0
BG,2013,3,40.0,40.0,6.0
BG,2013,4,34.0,40.0,6.0
BG,2013,5,294.0,34.0,141.0
BG,2013,6,8769.0,294.0,13114.0
BG,2013,7,14842.0,8769.0,14294.0
BG,2013,8,10927.0,14842.0,12802.0
BG,2013,9,530.0,10927.0,1562.0
BG,2013,10,530.0,530.0,107.0
BG,2013,11,20.0,530.0,3.0
BG,2013,12,20.0,20.0,40.0
BG,2014,1,20.0,20.0,40.0
BG,2014,2,20.0,20.0,40.0
BG,2014,3,2.0,20.0,40.0
BG,2014,4,20.0,2.0,34.0
BG,2014,5,269.0,20.0,294.0
BG,2014,6,3883.0,269.0,8769.0
BG,2014,7,12317.0,3883.0,14842.0
BG,2014,8,13753.0,12317.0,10927.0
BG,2014,9,1445.0,13753.0,530.0
BG,2014,10,1445.0,1445.0,530.0
BG,2014,11,1445.0,1445.0,20.0
BG,2014,12,1445.0,1445.0,20.0
BG,2015,1,1445.0,1445.0,20.0
BG,2015,2,1445.0,1445.0,20.0
