geo,year,month,nights_spent,lag_1m,lag_12m
DE,2014,4,1925973.0,375161.0,947194.0
DE,2014,5,2439004.0,1925973.0,3260557.0
DE,2014,6,4403642.0,2439004.0,2843671.0
DE,2014,7,6044304.0,4403642.0,7088051.0
DE,2014,8,7779153.0,6044304.0,7207241.0
DE,2014,9,2603323.0,7779153.0,2306149.0
DE,2014,10,1649810.0,2603323.0,1429396.0
DE,2014,11,255195.0,1649810.0,222101.0
DE,2014,12,266420.0,255195.0,258463.0
DE,2015,1,218726.0,266420.0,210599.0
DE,2015,2,190922.0,218726.0,167900.0
DE,2015,3,402249.0,190922.0,375161.0
DE,2015,4,1563868.0,402249.0,1925973.0
DE,2015,5,3597374.0,1563868.0,2439004.0
DE,2015,6,3526846.0,3597374.0,4403642.0
DE,2015,7,6784830.0,3526846.0,6044304.0
DE,2015,8,8290823.0,6784830.0,7779153.0
DE,2015,9,2694874.0,8290823.0,2603323.0
DE,2015,10,1600409.0,2694874.0,1649810.0
DE,2015,11,289391.0,1600409.0,255195.0
DE,2015,12,319625.0,289391.0,266420.0
DE,2016,1,241058.0,319625.0,218726.0
DE,2016,2,189991.0,241058.0,190922.0
DE,2016,3,832332.0,189991.0,402249.0
DE,2016,4,1031120.0,832332.0,1563868.0
DE,2016,5,4024928.0,1031120.0,3597374.0
DE,2016,6,3146456.0,4024928.0,3526846.0
DE,2016,7,7339366.0,3146456.0,6784830.0
DE,2016,8,8042273.0,7339366.0,8290823.0
DE,2016,9,3216507.0,8042273.0,2694874.0
DE,2016,10,1825353.0,3216507.0,1600409.0
DE,2016,11,249320.0,1825353.0,289391.0
DE,2016,12,323657.0,249320.0,319625.0
DE,2017,1,235296.0,323657.0,241058.0
DE,2017,2,206298.0,235296.0,189991.0
DE,2017,3,404616.0,206298.0,832332.0
DE,2017,4,2043412.0,404616.0,1031120.0
DE,2017,5,2968763.0,2043412.0,4024928.0
DE,2017,6,5056364.0,2968763.0,3146456.0
DE,2017,7,7231749.0,5056364.0,7339366.0
DE,2017,8,7631559.0,7231749.0,8042273.0
DE,2017,9,2824843.0,7631559.0,3216507.0
DE,2017,10,1796760.0,2824843.0,1825353.0
DE,2017,11,302528.0,1796760.0,249320.0
DE,2017,12,349074.0,302528.0,323657.0
DE,2018,1,239224.0,349074.0,235296.0
DE,2018,2,227450.0,239224.0,206298.0
DE,2018,3,649226.0,227450.0,404616.0
DE,2018,4,1863880.0,649226.0,2043412.0
DE,2018,5,4815445.0,1863880.0,2968763.0
DE,2018,6,4155397.0,4815445.0,5056364.0
DE,2018,7,8371287.0,4155397.0,7231749.0
DE,2018,8,7956243.0,8371287.0,7631559.0
DE,2018,9,3365375.0,7956243.0,2824843.0
DE,2018,10,2126339.0,3365375.0,1796760.0
DE,2018,11,367058.0,2126339.0,302528.0
DE,2018,12,420870.0,367058.0,349074.0
DE,2019,1,268186.0,420870.0,239224.0
DE,2019,2,257179.0,268186.0,227450.0
DE,2019,3,490766.0,257179.0,649226.0
DE,2019,4,2678563.0,490766.0,1863880.0
DE,2019,5,2922327.0,2678563.0,4815445.0
DE,2019,6,6037371.0,2922327.0,4155397.0
DE,2019,7,8524529.0,6037371.0,8371287.0
DE,2019,8,8195076.0,8524529.0,7956243.0
DE,2019,9,3319972.0,8195076.0,3365375.0
DE,2019,10,2217890.0,3319972.0,2126339.0
DE,2019,11,360634.0,2217890.0,367058.0
DE,2019,12,483889.0,360634.0,420870.0
DE,2020,1,335264.0,483889.0,268186.0
DE,2020,2,309126.0,335264.0,257179.0
DE,2020,3,205158.0,309126.0,490766.0
DE,2020,4,24652.0,205158.0,2678563.0
DE,2020,5,1892371.0,24652.0,2922327.0
DE,2020,6,5414041.0,1892371.0,6037371.0
DE,2020,7,8637535.0,5414041.0,8524529.0
DE,2020,8,9127516.0,8637535.0,8195076.0
DE,2020,9,5178693.0,9127516.0,3319972.0
DE,2020,10,2753608.0,5178693.0,2217890.0
DE,2020,11,51099.0,2753608.0,360634.0
DE,2020,12,23986.0,51099.0,483889.0
DE,2021,1,19443.0,23986.0,335264.0
DE,2021,2,21656.0,19443.0,309126.0
DE,2021,3,40262.0,21656.0,205158.0
DE,2021,4,75943.0,40262.0,24652.0
DE,2021,5,1827581.0,75943.0,1892371.0
DE,2021,6,5112936.0,1827581.0,5414041.0
DE,2021,7,7995034.0,5112936.0,8637535.0
DE,2021,8,9462037.0,7995034.0,9127516.0
DE,2021,9,4789131.0,9462037.0,5178693.0
DE,2021,10,2792394.0,4789131.0,2753608.0
DE,2021,11,410995.0,2792394.0,51099.0
DE,2021,12,390222.0,410995.0,23986.0
DE,2022,1,333573.0,390222.0,19443.0
DE,2022,2,303005.0,333573.0,21656.0
DE,2022,3,691446.0,303005.0,40262.0
DE,2022,4,2775531.0,691446.0,75943.0
DE,2022,5,4047893.0,2775531.0,1827581.0
DE,2022,6,6170225.0,4047893.0,5112936.0
DE,2022,7,8552835.0,6170225.0,7995034.0
DE,2022,8,9525995.0,8552835.0,9462037.0
DE,2022,9,4082617.0,9525995.0,4789131.0
DE,2022,10,2753542.0,4082617.0,2792394.0
DE,2022,11,476119.0,2753542.0,410995.0
DE,2022,12,464222.0,476119.0,390222.0
DE,2023,1,334056.0,464222.0,333573.0
DE,2023,2,343144.0,334056.0,303005.0
DE,2023,3,559636.0,343144.0,691446.0
DE,2023,4,3047608.0,559636.0,2775531.0
DE,2023,5,5295248.0,3047608.0,4047893.0
DE,2023,6,6118890.0,5295248.0,6170225.0
DE,2023,7,8814853.0,6118890.0,8552835.0
DE,2023,8,9038904.0,8814853.0,9525995.0
DE,2023,9,4930713.0,9038904.0,4082617.0
DE,2023,10,2808697.0,4930713.0,2753542.0
DE,2023,11,439635.0,2808697.0,476119.0
DE,2023,12,543312.0,439635.0,464222.0
DE,2024,1,321900.0,543312.0,334056.0
DE,2024,2,345748.0,321900.0,343144.0
DE,2024,3,1477556.0,345748.0,559636.0
DE,2024,4,2170254.0,1477556.0,3047608.0
DE,2024,5,6156327.0,2170254.0,5295248.0
DE,2024,6,5224578.0,6156327.0,6118890.0
DE,2024,7,8818211.0,5224578.0,8814853.0
DE,2024,8,9764143.0,8818211.0,9038904.0
DE,2024,9,4515439.0,9764143.0,4930713.0
DE,2024,10,2924165.0,4515439.0,2808697.0
DE,2024,11,532912.0,2924165.0,439635.0
DE,2024,12,610674.0,532912.0,543312.0
DE,2025,1,382252.0,610674.0,321900.0
DE,2025,2,330102.0,382252.0,345748.0
DE,2025,3,847243.0,330102.0,1477556.0
DE,2025,4,3610340.0,847243.0,2170254.0
DE,2025,5,4889900.0,3610340.0,6156327.0
DE,2025,6,7151975.0,4889900.0,5224578.0
DE,2025,7,8527156.0,7151975.0,8818211.0
DE,2025,8,10202697.0,8527156.0,9764143.0
DE,2025,9,4680666.0,10202697.0,4515439.0
DE,2025,10,2766727.0,4680666.0,2924165.0
DE,2025,11,545520.0,2766727.0,532912.0
DE,2025,12,723677.0,545520.0,610674.0
DE,2026,1,406108.0,723677.0,382252.0
DE,2026,2,338371.0,406108.0,330102.0
DE,2026,3,966921.0,338371.0,847243.0
DE,2026,4,3243333.0,966921.0,3610340.0
DE,2026,5,3243333.0,3243333.0,4889900.0
DE,2026,6,3243333.0,3243333.0,7151975.0
DE,2026,7,3243333.0,3243333.0,8527156.0
DE,2026,8,3243333.0,3243333.0,10202697.0
DE,2026,9,3243333.0,3243333.0,4680666.0
DE,2026,10,3243333.0,3243333.0,2766727.0
DE,2026,11,3243333.0,3243333.0,545520.0
DE,2026,12,3243333.0,3243333.0,723677.0
DK,2011,1,285768.0,285768.0,285768.0
DK,2011,2,285768.0,285768.0,285768.0
DK,2011,3,285768.0,285768.0,285768.0
DK,2011,4,285768.0,285768.0,285768.0
DK,2011,5,285768.0,285768.0,285768.0
DK,2011,6,285768.0,285768.0,285768.0
DK,2011,7,285768.0,285768.0,285768.0
DK,2011,8,285768.0,285768.0,285768.0
DK,2011,9,285768.0,285768.0,285768.0
DK,2011,10,285768.0,285768.0,285768.0
DK,2011,11,285768.0,285768.0,285768.0
DK,2011,12,285768.0,285768.0,285768.0
DK,2012,1,285768.0,285768.0,285768.0
DK,2012,2,285768.0,285768.0,285768.0
DK,2012,3,285768.0,285768.0,285768.0
DK,2012,4,856039.0,285768.0,285768.0
DK,2012,5,1373342.0,856039.0,285768.0
DK,2012,6,1328927.0,1373342.0,285768.0
DK,2012,7,3642227.0,1328927.0,285768.0
DK,2012,8,1999545.0,3642227.0,285768.0
DK,2012,9,721907.0,1999545.0,285768.0
DK,2012,10,721907.0,721907.0,285768.0
DK,2012,11,721907.0,721907.0,285768.0
DK,2012,12,469770.0,721907.0,285768.0
DK,2013,1,469770.0,469770.0,285768.0
DK,2013,2,469770.0,469770.0,285768.0
DK,2013,3,344765.0,469770.0,285768.0
DK,2013,4,734471.0,344765.0,856039.0
DK,2013,5,1273145.0,734471.0,1373342.0
DK,2013,6,1359199.0,1273145.0,1328927.0
DK,2013,7,3903353.0,1359199.0,3642227.0
DK,2013,8,1980276.0,3903353.0,1999545.0
DK,2013,9,699952.0,1980276.0,721907.0
DK,2013,10,699952.0,699952.0,721907.0
DK,2013,11,699952.0,699952.0,721907.0
DK,2013,12,508240.0,699952.0,469770.0
DK,2014,1,508240.0,508240.0,469770.0
DK,2014,2,508240.0,508240.0,469770.0
DK,2014,3,268332.0,508240.0,344765.0
DK,2014,4,880882.0,268332.0,734471.0
DK,2014,5,1175295.0,880882.0,1273145.0
DK,2014,6,1559041.0,1175295.0,1359199.0
DK,2014,7,3975434.0,1559041.0,3903353.0
DK,2014,8,2089832.0,3975434.0,1980276.0
DK,2014,9,743909.0,2089832.0,699952.0
DK,2014,10,743909.0,743909.0,699952.0
DK,2014,11,743909.0,743909.0,699952.0
DK,2014,12,487124.0,743909.0,508240.0
DK,2015,1,79191.0,487124.0,508240.0
DK,2015,2,80023.0,79191.0,508240.0
DK,2015,3,179068.0,80023.0,268332.0
DK,2015,4,841210.0,179068.0,880882.0
DK,2015,5,1306783.0,841210.0,1175295.0
DK,2015,6,1402272.0,1306783.0,1559041.0
DK,2015,7,3738019.0,1402272.0,3975434.0
DK,2015,8,2159848.0,3738019.0,2089832.0
DK,2015,9,742776.0,2159848.0,743909.0
DK,2015,10,321007.0,742776.0,743909.0
DK,2015,11,122548.0,321007.0,743909.0
DK,2015,12,116488.0,122548.0,487124.0
DK,2016,1,103859.0,116488.0,79191.0
DK,2016,2,98870.0,103859.0,80023.0
DK,2016,3,292062.0,98870.0,179068.0
DK,2016,4,729432.0,292062.0,841210.0
DK,2016,5,1261926.0,729432.0,1306783.0
DK,2016,6,1419451.0,1261926.0,1402272.0
DK,2016,7,3669669.0,1419451.0,3738019.0
DK,2016,8,2117978.0,3669669.0,2159848.0
DK,2016,9,778147.0,2117978.0,742776.0
DK,2016,10,318535.0,778147.0,321007.0
DK,2016,11,112049.0,318535.0,122548.0
DK,2016,12,108593.0,112049.0,116488.0
DK,2017,1,91564.0,108593.0,103859.0
DK,2017,2,94211.0,91564.0,98870.0
DK,2017,3,181235.0,94211.0,292062.0
DK,2017,4,860629.0,181235.0,729432.0
DK,2017,5,1230827.0,860629.0,1261926.0
DK,2017,6,1517859.0,1230827.0,1419451.0
DK,2017,7,3556983.0,1517859.0,3669669.0
DK,2017,8,2107572.0,3556983.0,2117978.0
DK,2017,9,769845.0,2107572.0,778147.0
DK,2017,10,344856.0,769845.0,318535.0
DK,2017,11,116308.0,344856.0,112049.0
DK,2017,12,110151.0,116308.0,108593.0
DK,2018,1,89303.0,110151.0,91564.0
DK,2018,2,85453.0,89303.0,94211.0
DK,2018,3,208816.0,85453.0,181235.0
DK,2018,4,753777.0,208816.0,860629.0
DK,2018,5,1314856.0,753777.0,1230827.0
DK,2018,6,1452710.0,1314856.0,1517859.0
DK,2018,7,3887048.0,1452710.0,3556983.0
DK,2018,8,2130025.0,3887048.0,2107572.0
DK,2018,9,740707.0,2130025.0,769845.0
DK,2018,10,339968.0,740707.0,344856.0
DK,2018,11,98209.0,339968.0,116308.0
DK,2018,12,95804.0,98209.0,110151.0
DK,2019,1,75336.0,95804.0,89303.0
DK,2019,2,75676.0,75336.0,85453.0
DK,2019,3,137652.0,75676.0,208816.0
DK,2019,4,880470.0,137652.0,753777.0
DK,2019,5,1104535.0,880470.0,1314856.0
DK,2019,6,1562362.0,1104535.0,1452710.0
DK,2019,7,3868493.0,1562362.0,3887048.0
DK,2019,8,2058576.0,3868493.0,2130025.0
DK,2019,9,731581.0,2058576.0,740707.0
DK,2019,10,338477.0,731581.0,339968.0
DK,2019,11,99416.0,338477.0,98209.0
DK,2019,12,97373.0,99416.0,95804.0
DK,2020,1,75116.0,97373.0,75336.0
DK,2020,2,76685.0,75116.0,75676.0
DK,2020,3,89501.0,76685.0,137652.0
DK,2020,4,476907.0,89501.0,880470.0
DK,2020,5,938599.0,476907.0,1104535.0
DK,2020,6,1120913.0,938599.0,1562362.0
DK,2020,7,4235911.0,1120913.0,3868493.0
DK,2020,8,2337984.0,4235911.0,2058576.0
DK,2020,9,871843.0,2337984.0,731581.0
DK,2020,10,385040.0,871843.0,338477.0
DK,2020,11,105363.0,385040.0,99416.0
DK,2020,12,89706.0,105363.0,97373.0
DK,2021,1,69033.0,89706.0,75116.0
DK,2021,2,82403.0,69033.0,76685.0
DK,2021,3,191375.0,82403.0,89501.0
DK,2021,4,772276.0,191375.0,476907.0
DK,2021,5,1125554.0,772276.0,938599.0
DK,2021,6,1410653.0,1125554.0,1120913.0
DK,2021,7,4194281.0,1410653.0,4235911.0
DK,2021,8,2398522.0,4194281.0,2337984.0
DK,2021,9,971755.0,2398522.0,871843.0
DK,2021,10,442563.0,971755.0,385040.0
DK,2021,11,126349.0,442563.0,105363.0
DK,2021,12,106385.0,126349.0,89706.0
DK,2022,1,89261.0,106385.0,69033.0
DK,2022,2,93394.0,89261.0,82403.0
DK,2022,3,160795.0,93394.0,191375.0
DK,2022,4,991414.0,160795.0,772276.0
DK,2022,5,1304837.0,991414.0,1125554.0
DK,2022,6,1719885.0,1304837.0,1410653.0
DK,2022,7,4145028.0,1719885.0,4194281.0
DK,2022,8,2611866.0,4145028.0,2398522.0
DK,2022,9,930067.0,2611866.0,971755.0
DK,2022,10,418264.0,930067.0,442563.0
DK,2022,11,128874.0,418264.0,126349.0
DK,2022,12,119998.0,128874.0,106385.0
DK,2023,1,96950.0,119998.0,89261.0
DK,2023,2,97781.0,96950.0,93394.0
DK,2023,3,176954.0,97781.0,160795.0
DK,2023,4,934336.0,176954.0,991414.0
DK,2023,5,1447163.0,934336.0,1304837.0
DK,2023,6,1700003.0,1447163.0,1719885.0
DK,2023,7,3744101.0,1700003.0,4145028.0
DK,2023,8,2453949.0,3744101.0,2611866.0
DK,2023,9,931314.0,2453949.0,930067.0
DK,2023,10,397985.0,931314.0,418264.0
DK,2023,11,125728.0,397985.0,128874.0
DK,2023,12,118026.0,125728.0,119998.0
DK,2024,1,87256.0,118026.0,96950.0
DK,2024,2,90679.0,87256.0,97781.0
DK,2024,3,296477.0,90679.0,176954.0
DK,2024,4,722444.0,296477.0,934336.0
DK,2024,5,1395630.0,722444.0,1447163.0
DK,2024,6,1608788.0,1395630.0,1700003.0
DK,2024,7,3636678.0,1608788.0,3744101.0
DK,2024,8,2587559.0,3636678.0,2453949.0
DK,2024,9,1037026.0,2587559.0,931314.0
DK,2024,10,461305.0,1037026.0,397985.0
DK,2024,11,180309.0,461305.0,125728.0
DK,2024,12,181412.0,180309.0,118026.0
DK,2025,1,105079.0,181412.0,87256.0
DK,2025,2,114217.0,105079.0,90679.0
DK,2025,3,165728.0,114217.0,296477.0
DK,2025,4,890028.0,165728.0,722444.0
DK,2025,5,1207561.0,890028.0,1395630.0
DK,2025,6,1686547.0,1207561.0,1608788.0
DK,2025,7,3644036.0,1686547.0,3636678.0
DK,2025,8,2577345.0,3644036.0,2587559.0
DK,2025,9,899269.0,2577345.0,1037026.0
DK,2025,10,410421.0,899269.0,461305.0
DK,2025,11,139866.0,410421.0,180309.0
DK,2025,12,160034.0,139866.0,181412.0
DK,2026,1,106391.0,160034.0,105079.0
DK,2026,2,104380.0,106391.0,114217.0
DK,2026,3,218590.0,104380.0,165728.0
DK,2026,4,792283.0,218590.0,890028.0
DK,2026,5,792283.0,792283.0,1207561.0
DK,2026,6,792283.0,792283.0,1686547.0
DK,2026,7,792283.0,792283.0,3644036.0
DK,2026,8,792283.0,792283.0,2577345.0
DK,2026,9,792283.0,792283.0,899269.0
DK,2026,10,792283.0,792283.0,410421.0
DK,2026,11,792283.0,792283.0,139866.0
DK,2026,12,792283.0,792283.0,160034.0
EA,2011,1,3306534.0,3306534.0,3306534.0
EA,2011,2,3306534.0,3306534.0,3306534.0
EA,2011,3,3306534.0,3306534.0,3306534.0
EA,2011,4,3306534.0,3306534.0,3306534.0
EA,2011,5,3306534.0,3306534.0,3306534.0
EA,2011,6,3306534.0,3306534.0,3306534.0
EA,2011,7,3306534.0,3306534.0,3306534.0
EA,2011,8,3306534.0,3306534.0,3306534.0
EA,2011,9,3306534.0,3306534.0,3306534.0
EA,2011,10,3306534.0,3306534.0,3306534.0
EA,2011,11,3306534.0,3306534.0,3306534.0
EA,2011,12,3306534.0,3306534.0,3306534.0
EA,2012,1,3306534.0,3306534.0,3306534.0
EA,2012,2,3306534.0,3306534.0,3306534.0
EA,2012,3,3306534.0,3306534.0,3306534.0
EA,2012,4,3306534.0,3306534.0,3306534.0
EA,2012,5,3306534.0,3306534.0,3306534.0
EA,2012,6,3306534.0,3306534.0,3306534.0
EA,2012,7,3306534.0,3306534.0,3306534.0
EA,2012,8,3306534.0,3306534.0,3306534.0
EA,2012,9,3306534.0,3306534.0,3306534.0
EA,2012,10,3306534.0,3306534.0,3306534.0
EA,2012,11,3306534.0,3306534.0,3306534.0
EA,2012,12,3306534.0,3306534.0,3306534.0
EA,2013,1,3306534.0,3306534.0,3306534.0
EA,2013,2,3306534.0,3306534.0,3306534.0
EA,2013,3,3306534.0,3306534.0,3306534.0
EA,2013,4,3306534.0,3306534.0,3306534.0
EA,2013,5,3306534.0,3306534.0,3306534.0
EA,2013,6,3306534.0,3306534.0,3306534.0
EA,2013,7,3306534.0,3306534.0,3306534.0
EA,2013,8,3306534.0,3306534.0,3306534.0
EA,2013,9,3306534.0,3306534.0,3306534.0
EA,2013,10,3306534.0,3306534.0,3306534.0
EA,2013,11,3306534.0,3306534.0,3306534.0
EA,2013,12,3306534.0,3306534.0,3306534.0
EA,2014,1,3306534.0,3306534.0,3306534.0
EA,2014,2,3306534.0,3306534.0,3306534.0
EA,2014,3,3306534.0,3306534.0,3306534.0
EA,2014,4,3306534.0,3306534.0,3306534.0
EA,2014,5,3306534.0,3306534.0,3306534.0
EA,2014,6,3306534.0,3306534.0,3306534.0
EA,2014,7,3306534.0,3306534.0,3306534.0
EA,2014,8,3306534.0,3306534.0,3306534.0
EA,2014,9,3306534.0,3306534.0,3306534.0
EA,2014,10,3306534.0,3306534.0,3306534.0
EA,2014,11,3306534.0,3306534.0,3306534.0
EA,2014,12,3306534.0,3306534.0,3306534.0
EA,2015,1,3306534.0,3306534.0,3306534.0
EA,2015,2,3306534.0,3306534.0,3306534.0
EA,2015,3,3306534.0,3306534.0,3306534.0
EA,2015,4,3306534.0,3306534.0,3306534.0
EA,2015,5,3306534.0,3306534.0,3306534.0
EA,2015,6,3306534.0,3306534.0,3306534.0
EA,2015,7,3306534.0,3306534.0,3306534.0
EA,2015,8,3306534.0,3306534.0,3306534.0
EA,2015,9,3306534.0,3306534.0,3306534.0
EA,2015,10,3306534.0,3306534.0,3306534.0
EA,2015,11,3306534.0,3306534.0,3306534.0
EA,2015,12,3306534.0,3306534.0,3306534.0
EA,2016,1,3306534.0,3306534.0,3306534.0
EA,2016,2,3306534.0,3306534.0,3306534.0
EA,2016,3,3306534.0,3306534.0,3306534.0
EA,2016,4,3306534.0,3306534.0,3306534.0
EA,2016,5,3306534.0,3306534.0,3306534.0
EA,2016,6,3306534.0,3306534.0,3306534.0
EA,2016,7,3306534.0,3306534.0,3306534.0
EA,2016,8,3306534.0,3306534.0,3306534.0
EA,2016,9,3306534.0,3306534.0,3306534.0
EA,2016,10,3306534.0,3306534.0,3306534.0
EA,2016,11,3306534.0,3306534.0,3306534.0
EA,2016,12,3306534.0,3306534.0,3306534.0
EA,2017,1,3306534.0,3306534.0,3306534.0
EA,2017,2,3306534.0,3306534.0,3306534.0
EA,2017,3,3306534.0,3306534.0,3306534.0
EA,2017,4,3306534.0,3306534.0,3306534.0
EA,2017,5,3306534.0,3306534.0,3306534.0
EA,2017,6,3306534.0,3306534.0,3306534.0
EA,2017,7,3306534.0,3306534.0,3306534.0
EA,2017,8,3306534.0,3306534.0,3306534.0
EA,2017,9,3306534.0,3306534.0,3306534.0
EA,2017,10,3306534.0,3306534.0,3306534.0
EA,2017,11,3306534.0,3306534.0,3306534.0
EA,2017,12,3306534.0,3306534.0,3306534.0
EA,2018,1,3306534.0,3306534.0,3306534.0
EA,2018,2,3306534.0,3306534.0,3306534.0
EA,2018,3,3306534.0,3306534.0,3306534.0
EA,2018,4,3306534.0,3306534.0,3306534.0
EA,2018,5,3306534.0,3306534.0,3306534.0
EA,2018,6,3306534.0,3306534.0,3306534.0
EA,2018,7,3306534.0,3306534.0,3306534.0
EA,2018,8,3306534.0,3306534.0,3306534.0
EA,2018,9,3306534.0,3306534.0,3306534.0
EA,2018,10,3306534.0,3306534.0,3306534.0
EA,2018,11,3306534.0,3306534.0,3306534.0
EA,2018,12,3306534.0,3306534.0,3306534.0
EA,2019,1,3306534.0,3306534.0,3306534.0
EA,2019,2,3306534.0,3306534.0,3306534.0
EA,2019,3,3306534.0,3306534.0,3306534.0
EA,2019,4,3306534.0,3306534.0,3306534.0
EA,2019,5,3306534.0,3306534.0,3306534.0
EA,2019,6,3306534.0,3306534.0,3306534.0
EA,2019,7,3306534.0,3306534.0,3306534.0
EA,2019,8,3306534.0,3306534.0,3306534.0
EA,2019,9,3306534.0,3306534.0,3306534.0
EA,2019,10,3306534.0,3306534.0,3306534.0
EA,2019,11,3306534.0,3306534.0,3306534.0
EA,2019,12,3306534.0,3306534.0,3306534.0
EA,2020,1,3306534.0,3306534.0,3306534.0
EA,2020,2,3306534.0,3306534.0,3306534.0
EA,2020,3,3306534.0,3306534.0,3306534.0
EA,2020,4,3306534.0,3306534.0,3306534.0
EA,2020,5,3306534.0,3306534.0,3306534.0
EA,2020,6,3306534.0,3306534.0,3306534.0
EA,2020,7,3306534.0,3306534.0,3306534.0
EA,2020,8,3306534.0,3306534.0,3306534.0
EA,2020,9,3306534.0,3306534.0,3306534.0
EA,2020,10,3306534.0,3306534.0,3306534.0
EA,2020,11,3306534.0,3306534.0,3306534.0
EA,2020,12,3306534.0,3306534.0,3306534.0
EA,2021,1,3306534.0,3306534.0,3306534.0
EA,2021,2,3306534.0,3306534.0,3306534.0
EA,2021,3,3306534.0,3306534.0,3306534.0
EA,2021,4,3306534.0,3306534.0,3306534.0
EA,2021,5,3306534.0,3306534.0,3306534.0
EA,2021,6,3306534.0,3306534.0,3306534.0
EA,2021,7,3306534.0,3306534.0,3306534.0
EA,2021,8,3306534.0,3306534.0,3306534.0
EA,2021,9,3306534.0,3306534.0,3306534.0
EA,2021,10,3306534.0,3306534.0,3306534.0
EA,2021,11,3306534.0,3306534.0,3306534.0
EA,2021,12,3306534.0,3306534.0,3306534.0
EA,2022,1,3306534.0,3306534.0,3306534.0
EA,2022,2,3306534.0,3306534.0,3306534.0
EA,2022,3,3306534.0,3306534.0,3306534.0
EA,2022,4,3306534.0,3306534.0,3306534.0
EA,2022,5,3306534.0,3306534.0,3306534.0
EA,2022,6,3306534.0,3306534.0,3306534.0
EA,2022,7,3306534.0,3306534.0,3306534.0
EA,2022,8,3306534.0,3306534.0,3306534.0
EA,2022,9,3306534.0,3306534.0,3306534.0
EA,2022,10,3306534.0,3306534.0,3306534.0
EA,2022,11,3306534.0,3306534.0,3306534.0
EA,2022,12,3306534.0,3306534.0,3306534.0
EA,2023,1,3306534.0,3306534.0,3306534.0
EA,2023,2,3306534.0,3306534.0,3306534.0
EA,2023,3,3306534.0,3306534.0,3306534.0
EA,2023,4,3306534.0,3306534.0,3306534.0
EA,2023,5,3306534.0,3306534.0,3306534.0
EA,2023,6,3306534.0,3306534.0,3306534.0
EA,2023,7,3306534.0,3306534.0,3306534.0
EA,2023,8,3306534.0,3306534.0,3306534.0
EA,2023,9,3306534.0,3306534.0,3306534.0
EA,2023,10,3306534.0,3306534.0,3306534.0
EA,2023,11,3306534.0,3306534.0,3306534.0
EA,2023,12,3306534.0,3306534.0,3306534.0
EA,2024,1,3306534.0,3306534.0,3306534.0
EA,2024,2,3554714.0,3306534.0,3306534.0
EA,2024,3,7518764.0,3554714.0,3306534.0
EA,2024,4,17481481.0,7518764.0,3306534.0
EA,2024,5,37662935.0,17481481.0,3306534.0
EA,2024,6,43560604.0,37662935.0,3306534.0
EA,2024,7,90389829.0,43560604.0,3306534.0
EA,2024,8,110846626.0,90389829.0,3306534.0
EA,2024,9,36899353.0,110846626.0,3306534.0
EA,2024,10,13630392.0,36899353.0,3306534.0
EA,2024,11,3877110.0,13630392.0,3306534.0
EA,2024,12,3995559.0,3877110.0,3306534.0
EA,2025,1,3388919.0,3995559.0,3306534.0
EA,2025,2,3446302.0,3388919.0,3554714.0
EA,2025,3,4862157.0,3446302.0,7518764.0
EA,2025,4,23613697.0,4862157.0,17481481.0
EA,2025,5,33054878.0,23613697.0,37662935.0
EA,2025,6,55543462.0,33054878.0,43560604.0
EA,2025,7,94956034.0,55543462.0,90389829.0
EA,2025,8,114972455.0,94956034.0,110846626.0
EA,2025,9,39945157.0,114972455.0,36899353.0
EA,2025,10,14575650.0,39945157.0,13630392.0
EA,2025,11,3651672.0,14575650.0,3877110.0
EA,2025,12,4270418.0,3651672.0,3995559.0
EA,2026,1,4270418.0,4270418.0,3388919.0
EA,2026,2,3448099.0,4270418.0,3446302.0
EA,2026,3,3448099.0,3448099.0,4862157.0
EA,2026,4,3448099.0,3448099.0,23613697.0
EA,2026,5,3448099.0,3448099.0,33054878.0
EA,2026,6,3448099.0,3448099.0,55543462.0
EA,2026,7,3448099.0,3448099.0,94956034.0
EA,2026,8,3448099.0,3448099.0,114972455.0
EA,2026,9,3448099.0,3448099.0,39945157.0
EA,2026,10,3448099.0,3448099.0,14575650.0
EA,2026,11,3448099.0,3448099.0,3651672.0
EA,2026,12,3448099.0,3448099.0,4270418.0
EE,2011,1,897.0,897.0,897.0
EE,2011,2,897.0,897.0,897.0
EE,2011,3,897.0,897.0,897.0
EE,2011,4,897.0,897.0,897.0
EE,2011,5,897.0,897.0,897.0
EE,2011,6,897.0,897.0,897.0
EE,2011,7,897.0,897.0,897.0
EE,2011,8,897.0,897.0,897.0
EE,2011,9,897.0,897.0,897.0
EE,2011,10,897.0,897.0,897.0
EE,2011,11,897.0,897.0,897.0
EE,2011,12,897.0,897.0,897.0
EE,2012,1,897.0,897.0,897.0
EE,2012,2,897.0,897.0,897.0
EE,2012,3,897.0,897.0,897.0
EE,2012,4,897.0,897.0,897.0
EE,2012,5,897.0,897.0,897.0
EE,2012,6,897.0,897.0,897.0
EE,2012,7,897.0,897.0,897.0
EE,2012,8,897.0,897.0,897.0
EE,2012,9,897.0,897.0,897.0
EE,2012,10,897.0,897.0,897.0
EE,2012,11,897.0,897.0,897.0
EE,2012,12,897.0,897.0,897.0
EE,2013,1,897.0,897.0,897.0
EE,2013,2,897.0,897.0,897.0
EE,2013,3,897.0,897.0,897.0
EE,2013,4,897.0,897.0,897.0
EE,2013,5,897.0,897.0,897.0
EE,2013,6,897.0,897.0,897.0
